id,賃料,区名,区名地価変換,最寄駅徒歩分数,部屋数,L,D,K,S,LDK,DK,R,築総月数,面積数字,何階建数字,バストイレランク,キッチンランク,BSアンテナ,エレベーター,設備ランク,設備ランクエレベータ込み,設備ランクエレベータBS込み,RC（鉄筋コンクリート）,木造
268,124000,杉並区,69,8,2,0,1,1,0,0,1,0,88,46.24,2,6,1,1,0,6,6,7,0,1
269,68000,目黒区,116,2,1,0,0,0,0,0,0,1,299,18.2,3,0,0,1,0,2,2,3,0,0
270,198000,千代田区,504,5,1,1,1,1,0,1,0,0,1,40.52,12,6,3,0,1,7,8,8,1,0
271,100200,中野区,88,7,1,0,0,1,0,0,0,0,0,28.6,3,5,3,0,0,1,1,1,0,0
272,141000,墨田区,60,9,1,1,1,1,0,1,0,0,2,40.56,5,4,2,0,0,5,5,5,1,0
274,102000,葛飾区,37,14,3,1,1,1,0,1,0,0,300,65.57,4,4,0,1,1,3,4,5,1,0
278,63000,品川区,98,3,1,0,0,0,0,0,0,1,379,16.02,5,0,0,0,0,2,2,2,0,0
279,56000,中野区,88,15,1,0,0,1,0,0,0,0,504,18,3,1,0,0,0,2,2,2,0,0
280,116000,練馬区,45,6,3,0,1,1,0,0,1,0,341,55,7,2,1,0,1,3,4,4,1,0
281,101000,世田谷区,71,7,1,0,0,1,1,0,0,0,0,22.98,3,5,1,0,0,3,3,3,0,0
282,183000,台東区,150,2,1,0,0,0,0,0,0,1,23,35.69,15,5,1,0,1,6,7,7,1,0
283,105000,港区,423,1,1,0,0,1,0,0,0,0,156,21.87,14,5,1,1,1,6,7,8,1,0
284,125000,江戸川区,43,2,3,1,1,1,0,1,0,0,367,61.6,11,3,0,0,1,6,7,7,1,0
285,70000,大田区,56,15,1,0,1,1,0,0,1,0,587,26,3,0,1,0,0,3,3,3,1,0
286,67000,葛飾区,37,12,1,0,0,1,0,0,0,0,113,24.96,3,4,1,0,0,2,2,2,0,0
287,92000,大田区,56,5,1,0,0,1,0,0,0,0,144,22.38,12,5,1,0,1,2,3,3,1,0
288,110000,大田区,56,4,1,0,0,1,0,0,0,0,90,32.23,5,4,1,0,1,2,3,3,1,0
289,80200,文京区,128,3,1,0,0,0,0,0,0,1,419,20.05,3,0,-1,0,0,5,5,5,1,0
290,87000,江東区,62,13,1,0,0,1,0,0,0,0,126,22.02,13,3,1,1,1,3,4,5,1,0
292,136000,豊島区,169,6,1,0,0,1,0,0,0,0,19,25.65,5,5,1,1,1,6,7,8,1,0
294,101000,足立区,41,10,1,1,1,1,0,1,0,0,0,45.68,3,5,3,0,0,5,5,5,0,0
295,199000,品川区,98,5,2,1,1,1,0,1,0,0,19,46.4,15,6,2,1,1,7,8,9,1,0
296,83000,中野区,88,5,1,0,0,1,0,0,0,0,156,25.11,3,2,0,0,0,3,3,3,0,0
297,96000,品川区,98,7,1,0,0,0,0,0,0,1,63,23.77,4,5,1,1,0,4,4,5,1,0
299,120000,豊島区,169,3,1,1,1,1,0,1,0,0,366,41.31,3,2,0,0,1,2,3,3,1,0
300,71000,江戸川区,43,11,3,0,1,1,0,0,1,0,428,45.89,2,2,0,0,0,2,2,2,0,0
301,65000,江戸川区,43,9,1,0,0,1,0,0,0,0,279,24.38,4,1,0,0,0,4,4,4,0,0
302,55000,新宿区,368,8,1,0,0,0,0,0,0,1,25,12,2,3,-1,1,0,4,4,5,0,1
303,89000,大田区,56,6,1,0,0,1,0,0,0,0,175,25.24,3,3,1,1,0,4,4,5,0,0
304,56000,大田区,56,8,1,0,0,1,0,0,0,0,344,13,2,0,-1,0,0,1,1,1,0,1
305,57000,足立区,41,6,1,0,0,0,0,0,0,1,267,18,6,0,-1,0,1,4,5,5,0,0
306,133000,新宿区,368,6,1,0,0,1,0,0,0,0,39,25.03,15,5,1,0,1,7,8,8,1,0
307,82000,品川区,98,5,1,0,0,1,0,0,0,0,0,17.7,2,2,1,1,0,3,3,4,0,1
308,93000,大田区,56,7,1,0,0,1,0,0,0,0,40,26.14,11,5,1,1,0,5,5,6,1,0
309,122000,江東区,62,10,1,0,0,1,0,0,0,0,30,25.2,6,5,1,1,1,6,7,8,1,0
310,105000,江戸川区,43,20,3,0,1,1,0,0,1,0,238,52,3,3,0,0,0,4,4,4,0,0
311,110000,世田谷区,71,4,1,0,1,1,0,0,1,0,204,33.86,4,4,0,1,0,3,3,4,0,0
312,186000,豊島区,169,10,1,1,1,1,1,1,0,0,123,54.62,22,5,2,1,1,4,5,6,1,0
314,182000,千代田区,504,4,1,1,1,1,0,1,0,0,176,42.2,14,6,2,1,1,7,8,9,0,0
315,117000,港区,423,8,1,0,0,1,0,0,0,0,142,26.64,19,5,1,1,1,6,7,8,1,0
316,94000,練馬区,45,10,2,0,1,1,0,0,1,0,376,52.44,4,3,0,0,0,5,5,5,1,0
317,109000,品川区,98,7,1,0,0,1,0,0,0,0,21,20.75,10,5,1,1,1,6,7,8,1,0
318,124500,港区,423,12,1,0,0,1,0,0,0,0,188,19.93,14,2,0,0,1,5,6,6,0,0
319,125000,荒川区,66,5,1,1,1,1,0,1,0,0,113,34.14,11,4,1,1,1,6,7,8,1,0
320,89000,足立区,41,3,1,0,0,1,0,0,0,0,204,32.22,6,2,1,0,1,1,2,2,1,0
321,95000,中央区,610,4,1,0,0,1,0,0,0,0,257,25.56,14,3,1,0,1,6,7,7,0,0
322,97500,板橋区,54,7,1,0,0,1,0,0,0,0,4,25.59,6,5,1,1,1,6,7,8,1,0
323,128000,世田谷区,71,3,1,1,1,1,0,1,0,0,41,30.61,5,5,1,1,1,5,6,7,1,0
324,52000,中野区,88,2,1,0,0,1,0,0,0,0,556,19.44,5,0,0,0,0,2,2,2,1,0
325,84500,中野区,88,12,1,0,0,1,0,0,0,0,161,27.92,4,3,0,0,1,3,4,4,0,0
326,41000,葛飾区,37,5,1,0,0,1,0,0,0,0,383,15.1,2,0,-1,0,0,0,0,0,0,1
327,91000,杉並区,69,9,1,0,0,1,0,0,0,0,137,20.44,3,3,1,1,1,6,7,8,1,0
328,174000,新宿区,368,4,1,1,1,1,0,1,0,0,0,32.69,4,6,1,0,0,4,4,4,1,0
329,70000,板橋区,54,2,1,0,0,1,0,0,0,0,261,20,4,1,0,0,0,2,2,2,0,0
330,155000,中野区,88,5,1,1,1,1,0,1,0,0,233,44.87,9,4,1,0,1,6,7,7,1,0
331,97000,江戸川区,43,22,2,1,1,1,0,1,0,0,76,52.4,3,5,3,1,0,4,4,5,0,0
332,98000,練馬区,45,19,2,1,1,1,0,1,0,0,155,57.12,3,5,0,1,0,3,3,4,0,1
333,92500,葛飾区,37,8,1,1,1,1,0,1,0,0,29,41.23,3,6,3,1,0,5,5,6,0,1
334,53000,杉並区,69,5,1,0,0,0,0,0,0,1,310,17,5,0,-1,0,0,3,3,3,1,0
335,88000,豊島区,169,6,1,0,0,1,0,0,0,0,103,22.6,4,4,-1,0,0,3,3,3,1,0
336,62500,中野区,88,8,1,0,0,1,0,0,0,0,164,18.87,4,3,0,0,0,4,4,4,0,1
337,75000,練馬区,45,4,1,0,1,1,0,0,1,0,472,29.7,4,4,0,1,0,2,2,3,0,0
338,55000,葛飾区,37,7,1,0,1,1,0,0,1,0,413,22.19,2,0,0,0,0,2,2,2,0,1
339,66000,豊島区,169,2,1,0,0,1,0,0,0,0,264,19.97,3,1,0,1,0,1,1,2,0,0
340,109000,江東区,62,7,1,0,0,1,0,0,0,0,0,26.1,8,6,1,1,1,5,6,7,1,0
341,65000,杉並区,69,5,1,0,0,1,0,0,0,0,427,19,2,1,0,0,0,0,0,0,0,1
342,52000,練馬区,45,8,1,0,0,1,0,0,0,0,341,19.87,2,0,0,0,0,4,4,4,0,1
343,56000,足立区,41,12,1,0,0,0,0,0,0,1,408,22.26,3,0,1,0,0,6,6,6,0,0
344,46000,葛飾区,37,13,1,0,0,0,0,0,0,1,371,18.55,5,0,-1,0,0,5,5,5,1,0
345,105000,渋谷区,392,7,1,0,0,1,0,0,0,0,235,20.3,8,1,1,1,1,6,7,8,1,0
346,69000,大田区,56,5,1,0,0,1,0,0,0,0,217,20,3,1,-1,0,0,4,4,4,0,0
347,157000,江戸川区,43,10,3,1,1,1,0,1,0,0,282,68.6,5,4,2,1,1,3,4,5,1,0
348,71000,渋谷区,392,3,1,0,1,1,0,0,1,0,557,25,2,1,0,0,0,4,4,4,0,1
349,98000,練馬区,45,18,1,1,1,1,0,1,0,0,8,47.2,2,6,2,1,0,4,4,5,0,1
350,145000,豊島区,169,1,1,1,1,1,0,1,0,0,2,38.89,11,5,2,0,1,2,3,3,0,0
354,55000,葛飾区,37,20,1,0,0,1,0,0,0,0,437,26.7,4,1,0,1,0,1,1,2,0,0
355,67000,江東区,62,15,1,0,0,1,0,0,0,0,198,22,3,2,0,0,0,3,3,3,0,0
356,67000,江戸川区,43,15,1,1,1,1,0,1,0,0,325,35.9,2,2,0,0,0,2,2,2,0,0
357,73000,大田区,56,2,1,0,0,1,0,0,0,0,43,18.5,4,2,1,1,0,6,6,7,0,0
358,57000,足立区,41,10,2,0,0,1,0,0,0,0,652,24,2,2,0,0,0,1,1,1,0,1
359,88000,葛飾区,37,3,1,0,0,1,0,0,0,0,0,27.34,3,5,1,1,0,5,5,6,0,0
360,106000,江東区,62,2,1,0,0,1,0,0,0,0,61,30.77,8,5,1,1,1,5,6,7,1,0
362,80000,板橋区,54,7,1,0,0,1,0,0,0,0,113,19.87,3,3,0,0,0,2,2,2,0,0
363,76000,世田谷区,71,5,1,0,0,0,0,0,0,1,250,22.77,2,1,0,0,0,2,2,2,0,1
364,147000,世田谷区,71,8,1,0,0,0,0,0,0,1,2,27.51,6,6,1,1,1,5,6,7,1,0
365,113000,練馬区,45,24,2,1,1,1,0,1,0,0,341,50.59,2,3,2,0,0,3,3,3,1,0
366,105000,杉並区,69,5,1,0,0,1,0,0,0,0,1,25.81,4,5,1,1,0,4,4,5,1,0
367,71000,世田谷区,71,11,1,0,0,1,0,0,0,0,301,23.18,2,1,1,0,0,4,4,4,0,1
368,52000,江戸川区,43,14,1,0,0,1,0,0,0,0,318,16,3,0,-1,0,0,1,1,1,0,0
369,59000,足立区,41,7,1,0,0,1,0,0,0,0,216,23.77,2,1,-1,0,0,4,4,4,0,0
370,106000,杉並区,69,5,1,0,1,1,0,0,1,0,325,30.56,3,3,1,0,0,3,3,3,0,0
372,116000,中野区,88,9,3,0,1,1,0,0,1,0,346,55.11,2,3,0,0,0,1,1,1,0,1
374,84000,渋谷区,392,10,1,0,0,0,0,0,0,1,11,17.59,2,2,1,0,0,5,5,5,0,1
375,187000,中央区,610,2,1,1,1,1,0,1,0,0,186,47.25,43,6,2,0,1,7,8,8,1,0
376,58000,江戸川区,43,10,1,0,0,0,0,0,0,1,0,11.39,2,1,0,0,0,2,2,2,0,1
377,93000,大田区,56,7,1,0,0,1,0,0,0,0,40,26.14,11,5,1,1,1,6,7,8,1,0
378,107000,江東区,62,5,2,0,0,1,0,0,0,0,0,25.43,13,6,1,1,1,6,7,8,1,0
379,138000,世田谷区,71,8,1,0,0,0,0,0,0,1,2,25.64,6,6,1,1,1,5,6,7,1,0
380,64000,目黒区,116,8,1,0,0,0,0,0,0,1,433,17.39,3,1,0,1,0,4,4,5,1,0
381,111000,中央区,610,5,1,0,0,1,0,0,0,0,171,24.4,13,3,1,1,1,3,4,5,1,0
382,162000,大田区,56,12,2,0,1,1,0,0,1,0,55,50.85,6,6,3,0,1,7,8,8,1,0
383,105000,板橋区,54,1,1,0,0,0,0,0,0,1,125,26.14,13,4,1,0,1,3,4,4,1,0
384,160000,板橋区,54,7,3,0,1,1,0,0,1,0,389,59.14,6,4,0,0,1,5,6,6,1,0
385,74000,杉並区,69,11,1,0,0,1,0,0,0,0,102,17.97,2,3,0,1,0,5,5,6,0,1
386,76000,世田谷区,71,5,1,0,0,1,0,0,0,0,331,25.46,5,0,0,0,1,5,6,6,0,0
387,57000,中野区,88,9,1,0,0,0,0,0,0,1,341,11.13,2,0,0,0,0,2,2,2,0,1
388,77000,中野区,88,4,1,0,0,1,0,0,0,0,175,18.78,7,2,-1,0,1,5,6,6,1,0
389,122000,杉並区,69,5,1,0,1,1,0,0,1,0,19,30.13,9,6,1,0,1,6,7,7,1,0
390,120000,文京区,128,5,1,0,0,1,0,0,0,0,65,25.83,9,5,1,1,1,6,7,8,1,0
391,127000,杉並区,69,6,2,0,1,1,0,0,1,0,255,45.76,3,6,1,0,0,4,4,4,1,0
392,133000,港区,423,2,1,0,0,1,0,0,0,0,144,26.1,16,5,0,1,1,4,5,6,0,0
393,148000,練馬区,45,7,2,1,1,1,0,1,0,0,0,53.55,5,6,1,1,1,5,6,7,0,0
394,79000,板橋区,54,3,1,0,0,1,0,0,0,0,24,20,3,3,1,0,0,6,6,6,0,1
395,200000,世田谷区,71,7,3,1,1,1,0,1,0,0,377,70.9,5,4,2,1,1,6,7,8,1,0
396,168000,墨田区,60,7,2,1,1,1,0,1,0,0,192,55.38,12,5,2,1,1,6,7,8,0,0
397,65000,大田区,56,7,1,0,0,1,0,0,0,0,286,23.89,2,0,1,0,0,2,2,2,1,0
398,85000,板橋区,54,5,1,0,0,1,0,0,0,0,113,22.55,8,2,0,0,1,4,5,5,1,0
399,112000,墨田区,60,2,1,0,0,1,0,0,0,0,77,25.35,11,5,1,1,1,6,7,8,1,0
400,122000,墨田区,60,2,1,0,0,0,0,0,0,1,77,27.02,11,4,0,1,1,7,8,9,1,0
401,68000,足立区,41,18,1,0,0,1,0,0,0,0,182,33.92,3,2,0,0,0,5,5,5,1,0
402,62000,葛飾区,37,7,2,0,0,1,0,0,0,0,581,40,3,2,0,0,0,1,1,1,0,0
403,73000,北区,68,8,1,0,1,1,0,0,1,0,404,22,3,1,0,0,0,2,2,2,0,0
404,48000,世田谷区,71,9,1,0,0,1,0,0,0,0,509,15,2,0,0,0,0,0,0,0,0,1
405,83000,江戸川区,43,16,2,0,1,1,0,0,1,0,270,47.93,2,2,2,0,0,2,2,2,0,0
406,104500,中野区,88,8,1,0,0,1,0,0,0,0,1,25.47,9,5,1,1,1,4,5,6,1,0
407,55000,葛飾区,37,10,1,0,0,0,0,0,0,1,389,16.1,5,0,-1,0,0,4,4,4,0,0
408,73000,足立区,41,15,2,0,1,1,0,0,1,0,343,40.5,3,1,0,0,0,4,4,4,1,0
409,67000,葛飾区,37,16,2,0,0,1,0,0,0,0,359,34.02,3,2,0,0,0,2,2,2,0,0
410,58000,中野区,88,2,1,0,0,0,0,0,0,1,532,16.52,2,1,0,0,0,1,1,1,0,1
413,82000,葛飾区,37,7,1,0,0,1,0,0,0,0,200,25.84,14,2,1,1,1,4,5,6,1,0
414,80000,台東区,150,14,1,0,0,1,0,0,0,0,0,25.16,9,3,1,0,1,3,4,4,0,0
415,107000,世田谷区,71,3,1,1,1,1,0,1,0,0,25,30.45,5,4,2,0,1,4,5,5,0,0
416,90000,新宿区,368,8,1,0,0,0,0,0,0,1,293,16.6,10,0,0,1,1,5,6,7,1,0
417,94000,品川区,98,9,1,0,0,0,0,0,0,1,51,20.48,10,5,1,1,1,5,6,7,1,0
418,86000,大田区,56,5,1,0,0,1,0,0,0,0,8,23.18,3,5,1,1,0,5,5,6,0,0
419,57000,板橋区,54,6,1,0,0,1,0,0,0,0,356,17.02,4,0,0,1,0,1,1,2,0,0
421,80000,荒川区,66,4,1,0,0,1,0,0,0,0,89,30,3,5,1,0,0,4,4,4,0,0
422,113000,港区,423,14,1,0,0,1,0,0,0,0,169,24.48,11,2,0,1,1,5,6,7,1,0
423,99300,足立区,41,13,2,0,1,1,0,0,1,0,72,50.52,3,4,3,1,0,2,2,3,0,0
424,86500,足立区,41,1,1,1,1,1,0,1,0,0,413,39,5,3,0,0,1,3,4,4,0,0
425,132000,豊島区,169,5,1,0,0,1,0,0,0,0,151,29.09,14,5,1,1,1,3,4,5,1,0
426,60000,大田区,56,9,1,0,0,0,0,0,0,1,372,16.24,4,0,0,0,0,3,3,3,1,0
427,63000,世田谷区,71,6,1,0,0,0,0,0,0,1,420,22.33,4,0,0,0,1,0,1,1,1,0
428,193000,大田区,56,9,2,1,1,1,0,1,0,0,370,77.35,3,4,3,0,0,5,5,5,1,0
429,93000,品川区,98,5,1,0,0,1,0,0,0,0,0,21.28,7,4,1,0,1,0,1,1,1,0
430,72500,練馬区,45,11,1,0,0,1,0,0,0,0,213,22.35,3,1,0,1,0,3,3,4,1,0
432,54000,板橋区,54,4,1,0,0,1,0,0,0,0,402,13.12,7,0,0,0,0,2,2,2,1,0
433,157000,墨田区,60,4,1,1,1,1,0,1,0,0,60,44.57,7,6,2,0,1,5,6,6,1,0
434,115000,江戸川区,43,12,1,1,1,1,0,1,0,0,0,41.72,3,5,1,0,0,3,3,3,0,1
435,108000,中野区,88,4,1,0,0,1,0,0,0,0,27,26.5,5,4,1,0,1,3,4,4,1,0
436,97000,江東区,62,8,1,0,0,1,0,0,0,0,59,26.04,9,3,1,1,1,5,6,7,1,0
437,196000,中央区,610,3,1,1,1,1,0,1,0,0,0,39.8,14,6,2,0,1,6,7,7,1,0
438,75000,練馬区,45,13,1,0,0,1,0,0,0,0,196,28.47,3,2,1,0,0,4,4,4,0,0
439,105000,世田谷区,71,4,1,0,0,1,0,0,0,0,125,25.15,3,4,0,0,0,4,4,4,1,0
440,175000,目黒区,116,10,1,0,0,1,0,0,0,0,209,39.45,10,5,1,1,1,3,4,5,0,0
441,95000,江東区,62,4,1,0,0,1,0,0,0,0,104,21.96,14,3,1,0,1,6,7,7,1,0
442,91000,足立区,41,11,1,1,1,1,0,1,0,0,95,44.62,2,5,2,1,0,4,4,5,0,0
444,83000,世田谷区,71,1,1,0,0,1,0,0,0,0,403,24.3,3,2,1,0,0,3,3,3,0,0
445,85000,江戸川区,43,3,1,1,1,1,0,1,0,0,352,52.97,6,1,1,1,1,3,4,5,1,0
446,76000,江戸川区,43,20,2,0,1,1,0,0,1,0,347,40.4,2,1,0,0,0,2,2,2,0,0
447,140000,文京区,128,2,1,1,1,1,0,1,0,0,152,35.02,13,5,1,0,1,6,7,7,1,0
448,49000,練馬区,45,1,1,0,0,1,0,0,0,0,525,21.75,3,0,0,0,0,2,2,2,0,0
449,157000,大田区,56,4,1,0,0,1,0,0,0,0,113,39.96,9,4,2,1,1,6,7,8,1,0
450,92800,足立区,41,18,2,0,1,1,0,0,1,0,181,50.01,2,4,1,1,0,6,6,7,0,0
451,103000,目黒区,116,8,1,0,0,1,0,0,0,0,3,24.52,3,6,1,0,0,2,2,2,1,0
452,99000,港区,423,6,1,0,0,1,0,0,0,0,204,20.86,12,2,1,1,1,5,6,7,0,0
453,111000,江東区,62,11,1,0,0,1,0,0,0,0,94,20,11,1,0,0,1,2,3,3,1,0
454,82000,品川区,98,3,1,0,0,1,0,0,0,0,111,22.75,3,4,1,0,0,3,3,3,0,0
455,196000,中央区,610,5,1,1,1,1,0,1,0,0,18,43.09,11,6,3,1,1,7,8,9,1,0
456,169000,台東区,150,6,1,1,1,1,0,1,0,0,21,40.4,15,6,3,1,0,7,7,8,1,0
457,102000,世田谷区,71,4,2,0,1,1,0,0,1,0,389,38.88,3,3,2,0,0,5,5,5,1,0
458,64000,葛飾区,37,4,1,0,0,0,0,0,0,1,369,21.53,7,1,-1,0,1,5,6,6,1,0
459,52000,文京区,128,5,1,0,0,0,0,0,0,1,562,17,6,0,0,0,1,0,1,1,1,0
460,65000,渋谷区,392,5,1,0,0,0,0,0,0,1,413,15.08,14,0,0,0,1,3,4,4,0,0
461,194000,品川区,98,8,1,1,1,1,0,1,0,0,6,40.03,15,6,3,1,1,6,7,8,1,0
462,58000,世田谷区,71,16,1,0,0,1,0,0,0,0,417,24.75,2,1,0,0,0,1,1,1,0,1
463,94000,中野区,88,3,1,0,1,1,0,0,1,0,38,31.77,3,5,1,0,0,3,3,3,0,0
464,89500,板橋区,54,2,1,0,0,1,0,0,0,0,72,26.12,10,4,1,0,1,2,3,3,1,0
465,82000,江戸川区,43,16,1,0,0,1,1,0,0,0,0,30.85,3,5,1,1,0,3,3,4,0,1
466,85000,大田区,56,7,1,0,1,1,0,0,1,0,484,29.7,3,2,0,0,0,2,2,2,1,0
467,69000,新宿区,368,3,1,0,0,0,0,0,0,1,327,16.74,5,1,-1,1,1,5,6,7,1,0
469,77000,墨田区,60,5,1,0,0,1,0,0,0,0,221,21,9,1,0,0,1,4,5,5,1,0
470,64000,江戸川区,43,14,1,0,0,0,0,0,0,1,24,17.15,3,4,-1,0,0,3,3,3,0,1
471,91000,渋谷区,392,1,1,0,0,1,0,0,0,0,119,32.19,2,5,1,0,0,3,3,3,0,1
472,85000,世田谷区,71,6,1,0,0,0,0,0,0,1,141,22.84,4,0,0,0,1,2,3,3,1,0
473,115500,江戸川区,43,29,2,1,1,1,0,1,0,0,2,51.15,3,5,3,0,0,5,5,5,0,0
474,93500,板橋区,54,8,1,0,0,1,0,0,0,0,68,26.03,8,3,1,1,1,4,5,6,1,0
475,65000,練馬区,45,15,1,0,0,1,0,0,0,0,192,24.3,4,2,-1,0,0,2,2,2,1,0
476,155000,中央区,610,4,1,1,1,1,0,1,0,0,470,40,12,4,1,0,1,3,4,4,0,0
477,101500,台東区,150,8,1,0,0,1,0,0,0,0,2,25.52,9,3,1,1,1,4,5,6,1,0
478,120000,北区,68,4,1,1,1,1,0,1,0,0,119,42.63,2,6,1,1,0,6,6,7,0,1
479,78000,練馬区,45,12,1,0,0,1,0,0,0,0,29,24.22,3,2,0,1,0,3,3,4,0,0
480,89800,品川区,98,8,1,0,0,1,0,0,0,0,194,20.16,13,3,-1,1,1,4,5,6,0,0
481,76000,荒川区,66,1,1,0,0,0,0,0,0,1,23,20.47,3,5,1,1,0,2,2,3,0,1
482,175000,千代田区,504,4,1,1,1,1,0,1,0,0,189,45.6,15,6,2,0,1,6,7,7,0,0
483,154150,大田区,56,2,1,1,1,1,0,1,0,0,203,42.51,7,5,2,0,0,5,5,5,1,0
484,125000,世田谷区,71,7,1,1,1,1,0,1,0,0,0,48,2,4,1,0,0,2,2,2,0,1
485,87000,世田谷区,71,15,2,0,1,1,0,0,1,0,328,39,2,2,0,0,0,4,4,4,0,0
486,89000,足立区,41,1,1,0,0,1,0,0,0,0,3,25.56,8,5,1,0,0,6,6,6,1,0
487,137500,大田区,56,3,2,1,1,1,0,1,0,0,349,50.4,10,3,0,0,1,4,5,5,0,0
488,125000,江戸川区,43,15,2,1,1,1,0,1,0,0,88,69.31,2,5,1,1,0,3,3,4,0,1
490,124000,文京区,128,3,2,1,1,1,0,1,0,0,219,52.87,11,4,0,0,1,2,3,3,0,0
491,72500,品川区,98,5,1,0,0,0,0,0,0,1,5,18.41,2,4,-1,0,0,2,2,2,0,1
492,70000,杉並区,69,4,1,0,0,1,0,0,0,0,290,19.35,4,0,0,0,0,4,4,4,0,0
493,40000,葛飾区,37,17,1,0,0,0,0,0,0,1,35,7.08,2,2,0,0,0,2,2,2,0,1
494,80000,荒川区,66,3,1,0,1,1,0,0,1,0,268,29.35,4,2,0,0,0,3,3,3,1,0
495,83500,板橋区,54,14,1,0,0,1,0,0,0,0,3,25.73,5,4,1,1,1,4,5,6,1,0
496,82500,板橋区,54,6,1,0,0,1,0,0,0,0,6,26.13,5,4,1,1,1,2,3,4,1,0
497,75000,江戸川区,43,9,1,1,1,1,0,1,0,0,339,44,3,4,1,1,0,3,3,4,0,0
498,105000,大田区,56,13,2,0,1,1,0,0,1,0,520,37.5,5,2,0,0,0,4,4,4,1,0
499,76000,江戸川区,43,37,2,0,1,1,0,0,1,0,316,39.67,2,2,0,0,0,2,2,2,0,1
500,105000,豊島区,169,8,2,0,1,1,0,0,1,0,353,48.33,2,2,0,0,0,2,2,2,1,0
501,110000,豊島区,169,8,1,0,0,1,0,0,0,0,333,27.26,8,3,0,0,1,1,2,2,0,0
502,133000,世田谷区,71,4,1,1,1,1,0,1,0,0,443,41.82,2,6,1,1,0,3,3,4,0,0
503,88000,練馬区,45,8,1,0,1,1,0,0,1,0,0,30.62,4,6,1,0,0,5,5,5,0,0
504,77000,板橋区,54,6,1,1,1,1,0,1,0,0,511,34.56,4,4,2,0,0,4,4,4,1,0
505,121000,足立区,41,8,1,1,1,1,0,1,0,0,1,40.83,12,5,2,1,1,7,8,9,1,0
506,116000,練馬区,45,10,1,1,1,1,0,1,0,0,0,41.55,2,4,3,1,0,4,4,5,0,0
507,106000,練馬区,45,5,1,0,1,1,0,0,1,0,6,32.76,2,6,2,0,0,4,4,4,0,1
508,55000,江戸川区,43,4,1,0,0,1,0,0,0,0,396,21,2,0,0,0,0,1,1,1,0,0
509,105500,杉並区,69,3,1,0,0,1,0,0,0,0,149,24.48,10,3,1,1,1,6,7,8,1,0
510,127500,江東区,62,8,1,1,1,1,0,1,0,0,0,40.03,3,4,3,0,0,3,3,3,0,0
511,113000,豊島区,169,1,1,0,0,1,0,0,0,0,30,34.08,5,6,1,0,1,5,6,6,1,0
513,120000,板橋区,54,13,2,1,1,1,0,1,0,0,234,56.4,5,4,1,1,1,5,6,7,1,0
514,89500,荒川区,66,3,1,0,1,1,0,0,1,0,74,32.27,10,4,1,0,1,6,7,7,1,0
515,60000,足立区,41,5,1,0,0,1,0,0,0,0,345,25.61,4,2,0,0,1,4,5,5,0,0
517,58000,世田谷区,71,2,1,0,0,0,0,0,0,1,341,17.75,4,0,-1,0,0,3,3,3,1,0
518,169000,渋谷区,392,1,2,0,1,1,0,0,1,0,342,46.62,4,5,0,0,1,4,5,5,1,0
519,105000,江戸川区,43,13,1,0,0,1,0,0,0,0,346,31.35,7,3,1,1,1,4,5,6,1,0
520,90000,豊島区,169,5,1,0,0,1,0,0,0,0,490,22.24,12,3,0,0,1,6,7,7,0,0
521,72000,品川区,98,8,1,0,0,0,0,0,0,1,337,20.28,6,0,1,1,1,4,5,6,1,0
522,89000,墨田区,60,2,1,0,0,1,0,0,0,0,175,24.37,10,3,0,1,1,5,6,7,1,0
523,55000,大田区,56,3,1,0,0,1,0,0,0,0,306,19,4,0,-1,0,0,1,1,1,0,0
524,158000,目黒区,116,4,1,1,1,1,0,1,0,0,24,55.26,3,5,2,1,0,5,5,6,0,1
525,90000,北区,68,6,2,0,1,1,0,0,1,0,492,40.99,3,2,1,0,0,2,2,2,1,0
526,51000,足立区,41,5,1,0,0,1,0,0,0,0,339,23,2,1,0,0,0,2,2,2,0,0
527,130000,荒川区,66,7,2,0,1,1,0,0,1,0,364,39,5,2,0,0,0,2,2,2,1,0
528,83500,練馬区,45,9,1,0,0,1,0,0,0,0,258,26.53,8,1,0,1,1,4,5,6,1,0
529,81000,練馬区,45,4,1,0,0,1,0,0,0,0,171,23.46,4,5,1,0,0,3,3,3,0,0
530,117000,杉並区,69,14,2,0,1,1,0,0,1,0,207,39.66,2,2,0,0,0,3,3,3,0,1
531,79000,豊島区,169,7,1,0,0,0,0,0,0,1,24,19.88,3,3,1,0,0,1,1,1,0,1
532,67000,板橋区,54,10,1,0,0,1,0,0,0,0,335,29,2,2,-1,0,0,2,2,2,0,1
533,95000,港区,423,5,1,0,0,1,0,0,0,0,227,22.06,3,4,1,1,0,6,6,7,1,0
534,58000,葛飾区,37,13,1,0,0,0,0,0,0,1,16,13.66,3,2,0,0,0,1,1,1,0,1
535,65500,世田谷区,71,5,1,0,0,0,0,0,0,1,23,11.04,2,1,0,0,0,3,3,3,0,1
536,96000,大田区,56,10,1,0,0,1,0,0,0,0,3,25.18,7,5,1,1,1,6,7,8,1,0
537,94000,目黒区,116,5,1,0,0,0,0,0,0,1,151,20.74,5,4,-1,1,1,6,7,8,1,0
538,74000,新宿区,368,3,1,0,0,1,0,0,0,0,232,21.58,3,1,0,0,0,3,3,3,0,0
